,file_name,class_augment,class,augment
58519,391067_0_0.jpg,0_T,0,T
46927,333929_0_0.jpg,0_T,0,T
4922,124331_1_0.jpg,0_T,0,T
9955,14880_0_0.jpg,0_T,0,T
28268,240727_2_0.jpg,0_T,0,T
75159,475613_0_0.jpg,0_T,0,T
75429,476773_0_0.jpg,0_T,0,T
79322,495975_0_0.jpg,0_T,0,T
96343,59138_0_1.jpg,1_F,1,F
3016,115006_0_2.jpg,1_F,1,F
87669,539299_0_0.jpg,0_T,0,T
67808,438477_1_2.jpg,1_F,1,F
92911,565389_0_2.jpg,1_F,1,F
44743,323896_0_0.jpg,0_T,0,T
63767,41818_2_0.jpg,0_T,0,T
2255,111062_1_0.jpg,0_T,0,T
16445,182505_1_2.jpg,1_F,1,F
97895,6675_0_0.jpg,0_T,0,T
36337,282667_2_0.jpg,0_T,0,T
102712,91123_0_0.jpg,1_T,1,T
62063,40923_0_0.jpg,0_T,0,T
57790,387569_1_0.jpg,1_T,1,T
7281,13574_1_0.jpg,0_T,0,T
22534,211631_0_0.jpg,0_T,0,T
48874,343818_0_0.jpg,0_T,0,T
79210,495476_0_0.jpg,1_T,1,T
79284,495793_2_1.jpg,1_F,1,F
75309,476140_0_0.jpg,0_T,0,T
21600,207385_0_0.jpg,0_T,0,T
17536,187432_1_0.jpg,0_T,0,T
72962,464675_0_0.jpg,0_T,0,T
5380,126299_0_0.jpg,0_T,0,T
45127,325720_0_0.jpg,0_T,0,T
84795,524196_0_0.jpg,0_T,0,T
104224,98636_0_0.jpg,0_T,0,T
81530,507642_0_0.jpg,0_T,0,T
29372,246411_4_0.jpg,0_T,0,T
57737,387355_0_0.jpg,0_T,0,T
26404,231320_0_0.jpg,0_T,0,T
35790,279777_0_0.jpg,0_T,0,T
32717,263762_0_0.jpg,0_T,0,T
49615,347463_2_0.jpg,0_T,0,T
73648,468117_2_2.jpg,1_F,1,F
8617,142182_1_0.jpg,0_T,0,T
21712,207785_0_1.jpg,1_F,1,F
94659,574282_2_0.jpg,1_T,1,T
16666,183653_0_0.jpg,0_T,0,T
94862,575305_1_0.jpg,1_T,1,T
25167,224910_0_0.jpg,0_T,0,T
51643,357456_1_1.jpg,1_F,1,F
42394,312212_0_0.jpg,0_T,0,T
72928,464515_1_0.jpg,0_T,0,T
80171,500622_0_0.jpg,0_T,0,T
28505,242034_0_0.jpg,0_T,0,T
33570,268081_0_0.jpg,0_T,0,T
42388,312175_1_0.jpg,0_T,0,T
66134,429818_0_0.jpg,0_T,0,T
39854,299623_2_1.jpg,1_F,1,F
74001,469857_0_0.jpg,0_T,0,T
18406,191990_0_0.jpg,0_T,0,T
60896,402969_2_0.jpg,0_T,0,T
76369,481285_1_1.jpg,1_F,1,F
37276,287094_5_0.jpg,0_T,0,T
84962,525119_0_1.jpg,1_F,1,F
6916,133869_4_2.jpg,1_F,1,F
58610,391435_1_0.jpg,0_T,0,T
64819,423363_2_0.jpg,1_T,1,T
92953,56567_0_0.jpg,0_T,0,T
56576,381533_3_0.jpg,1_T,1,T
98125,67961_0_0.jpg,0_T,0,T
7795,138095_0_0.jpg,1_T,1,T
42688,313397_2_0.jpg,0_T,0,T
17662,187949_0_0.jpg,0_T,0,T
68505,442232_1_0.jpg,0_T,0,T
76827,483643_0_2.jpg,1_F,1,F
6429,131416_3_0.jpg,0_T,0,T
71709,458621_0_0.jpg,0_T,0,T
12654,162445_1_1.jpg,1_F,1,F
62956,413918_3_1.jpg,1_F,1,F
78802,493398_2_1.jpg,1_F,1,F
79436,496402_1_0.jpg,0_T,0,T
44706,323717_2_0.jpg,0_T,0,T
61589,406452_0_0.jpg,0_T,0,T
20794,203732_0_0.jpg,0_T,0,T
62931,413791_0_2.jpg,1_F,1,F
98723,71023_0_0.jpg,0_T,0,T
25337,225891_0_0.jpg,0_T,0,T
41957,310008_3_2.jpg,1_F,1,F
33424,267422_0_0.jpg,0_T,0,T
18888,194774_1_0.jpg,1_T,1,T
24430,221420_1_1.jpg,1_F,1,F
45488,327271_0_0.jpg,0_T,0,T
25229,225345_0_0.jpg,0_T,0,T
59687,397041_2_0.jpg,1_T,1,T
27221,235597_1_2.jpg,1_F,1,F
80789,503926_0_0.jpg,0_T,0,T
29627,247744_0_0.jpg,0_T,0,T
84737,523937_3_1.jpg,1_F,1,F
28281,240784_0_0.jpg,0_T,0,T
92307,562517_0_0.jpg,0_T,0,T
44410,322103_6_0.jpg,1_T,1,T
70468,452774_0_0.jpg,0_T,0,T
56943,383359_0_0.jpg,1_T,1,T
54757,372555_0_0.jpg,0_T,0,T
103295,94103_3_0.jpg,0_T,0,T
35063,27599_0_0.jpg,1_T,1,T
12276,160421_0_0.jpg,0_T,0,T
7779,138040_1_0.jpg,0_T,0,T
17330,186493_1_0.jpg,1_T,1,T
6267,130524_0_0.jpg,0_T,0,T
32701,263700_1_0.jpg,0_T,0,T
92620,564157_0_0.jpg,0_T,0,T
75594,477468_2_0.jpg,0_T,0,T
72912,464469_0_0.jpg,0_T,0,T
91996,561128_0_0.jpg,0_T,0,T
24078,219606_0_0.jpg,0_T,0,T
63820,418548_0_1.jpg,1_F,1,F
15408,177050_2_0.jpg,1_T,1,T
103669,96016_0_0.jpg,0_T,0,T
91627,559522_0_2.jpg,1_F,1,F
94695,574471_2_0.jpg,0_T,0,T
30844,254283_0_0.jpg,0_T,0,T
18610,193168_0_0.jpg,0_T,0,T
85967,530520_1_2.jpg,1_F,1,F
68117,440284_5_0.jpg,1_T,1,T
38969,295576_3_0.jpg,0_T,0,T
24706,222659_0_0.jpg,0_T,0,T
85072,525766_0_0.jpg,0_T,0,T
893,104486_1_0.jpg,1_T,1,T
17093,185305_0_1.jpg,1_F,1,F
98377,69270_3_0.jpg,1_T,1,T
84349,521982_2_0.jpg,1_T,1,T
3279,116220_0_0.jpg,0_T,0,T
44245,321344_1_0.jpg,0_T,0,T
88715,544485_2_0.jpg,0_T,0,T
76024,479597_0_2.jpg,1_F,1,F
11202,154965_0_1.jpg,1_F,1,F
29705,248236_3_0.jpg,0_T,0,T
78341,491169_1_0.jpg,0_T,0,T
59249,394992_3_0.jpg,1_T,1,T
101041,8195_2_0.jpg,0_T,0,T
8656,14238_2_0.jpg,0_T,0,T
8360,140623_0_0.jpg,0_T,0,T
88466,543289_0_0.jpg,0_T,0,T
54756,372551_0_1.jpg,1_F,1,F
31681,258322_1_2.jpg,1_F,1,F
59920,398005_2_0.jpg,0_T,0,T
70553,453297_0_0.jpg,0_T,0,T
92330,56266_0_0.jpg,0_T,0,T
49608,347437_0_2.jpg,1_F,1,F
1608,107661_0_1.jpg,1_F,1,F
9140,144453_1_0.jpg,0_T,0,T
55589,37682_0_0.jpg,1_T,1,T
64402,421146_0_2.jpg,1_F,1,F
48036,339468_1_0.jpg,0_T,0,T
66564,431997_2_0.jpg,0_T,0,T
85088,525851_0_0.jpg,0_T,0,T
25494,226579_1_2.jpg,1_F,1,F
53711,367452_0_0.jpg,0_T,0,T
15213,176085_1_0.jpg,0_T,0,T
52399,361208_1_0.jpg,0_T,0,T
54425,370973_0_0.jpg,0_T,0,T
63716,417849_0_0.jpg,0_T,0,T
10464,151441_3_1.jpg,1_F,1,F
92468,56341_2_0.jpg,0_T,0,T
59275,39516_1_0.jpg,0_T,0,T
72566,462833_0_0.jpg,0_T,0,T
5239,125755_1_0.jpg,0_T,0,T
32461,262407_0_0.jpg,0_T,0,T
85499,527970_1_1.jpg,1_F,1,F
49872,348606_0_2.jpg,1_F,1,F
458,102503_1_0.jpg,0_T,0,T
38213,292053_2_0.jpg,1_T,1,T
65619,427189_0_0.jpg,0_T,0,T
90844,555615_0_1.jpg,1_F,1,F
77683,487825_1_0.jpg,0_T,0,T
44134,320899_0_0.jpg,0_T,0,T
59550,396330_2_1.jpg,1_F,1,F
74515,472258_1_0.jpg,0_T,0,T
71808,459110_2_0.jpg,0_T,0,T
95459,578227_1_0.jpg,1_T,1,T
74533,472376_0_2.jpg,1_F,1,F
76148,480179_1_0.jpg,0_T,0,T
103508,95176_0_2.jpg,1_F,1,F
67511,436941_0_0.jpg,0_T,0,T
88783,544913_0_1.jpg,1_F,1,F
55866,378028_1_0.jpg,1_T,1,T
21701,207738_0_0.jpg,0_T,0,T
67948,439303_2_0.jpg,0_T,0,T
32147,260715_3_0.jpg,0_T,0,T
22646,212261_0_2.jpg,1_F,1,F
28912,244026_1_2.jpg,1_F,1,F
89239,54723_2_0.jpg,0_T,0,T
22912,213453_1_0.jpg,0_T,0,T
71772,458922_0_0.jpg,0_T,0,T
72730,463599_0_2.jpg,1_F,1,F
26195,230175_4_2.jpg,1_F,1,F
38990,295657_1_2.jpg,1_F,1,F
57784,387543_0_0.jpg,1_T,1,T
7949,138905_0_1.jpg,1_F,1,F
83108,515710_2_0.jpg,1_T,1,T
73520,467457_1_0.jpg,0_T,0,T
31880,259514_2_2.jpg,1_F,1,F
47435,336250_1_0.jpg,0_T,0,T
1396,106786_0_0.jpg,0_T,0,T
55065,374087_0_0.jpg,0_T,0,T
84278,52161_0_0.jpg,0_T,0,T
54959,373511_0_0.jpg,0_T,0,T
98493,69923_1_2.jpg,1_F,1,F
13854,168739_0_0.jpg,0_T,0,T
94793,574928_0_0.jpg,0_T,0,T
86176,531532_0_0.jpg,0_T,0,T
83045,515421_0_0.jpg,0_T,0,T
40445,302514_1_0.jpg,0_T,0,T
13369,166076_2_0.jpg,0_T,0,T
100933,81401_0_1.jpg,1_F,1,F
36349,282707_1_0.jpg,0_T,0,T
84768,524063_0_1.jpg,1_F,1,F
2162,110672_1_0.jpg,0_T,0,T
22675,212401_0_0.jpg,0_T,0,T
12372,160932_2_0.jpg,1_T,1,T
60141,399165_4_0.jpg,1_T,1,T
12826,163412_0_0.jpg,1_T,1,T
64840,423540_0_2.jpg,1_F,1,F
74615,472729_2_0.jpg,1_T,1,T
15217,176091_0_0.jpg,0_T,0,T
53296,365320_0_0.jpg,0_T,0,T
84843,524428_2_0.jpg,0_T,0,T
71506,457584_1_0.jpg,0_T,0,T
62103,409439_0_2.jpg,1_F,1,F
99743,75742_0_0.jpg,0_T,0,T
24008,219268_2_0.jpg,0_T,0,T
32781,264155_1_0.jpg,0_T,0,T
74309,471342_4_0.jpg,0_T,0,T
80836,504020_3_0.jpg,0_T,0,T
18040,190157_0_0.jpg,0_T,0,T
36498,283269_2_1.jpg,1_F,1,F
1389,106736_0_0.jpg,0_T,0,T
25970,229132_0_0.jpg,0_T,0,T
48929,344065_0_2.jpg,1_F,1,F
99085,72629_0_0.jpg,0_T,0,T
43693,318382_1_1.jpg,1_F,1,F
14363,171201_1_2.jpg,1_F,1,F
14086,169885_2_2.jpg,1_F,1,F
60441,400836_0_0.jpg,0_T,0,T
84332,521907_1_0.jpg,0_T,0,T
81793,509020_1_0.jpg,0_T,0,T
41617,308405_0_0.jpg,0_T,0,T
10038,149086_0_2.jpg,1_F,1,F
51996,359302_0_0.jpg,0_T,0,T
40611,303357_0_0.jpg,0_T,0,T
40034,300407_1_0.jpg,0_T,0,T
52913,363821_0_2.jpg,1_F,1,F
55131,374454_1_0.jpg,0_T,0,T
72048,460287_2_0.jpg,0_T,0,T
75226,475902_2_0.jpg,0_T,0,T
87306,537198_0_2.jpg,1_F,1,F
76863,483817_1_1.jpg,1_F,1,F
55650,377055_1_0.jpg,0_T,0,T
60890,402945_0_1.jpg,1_F,1,F
69165,445893_1_0.jpg,1_T,1,T
70761,454406_2_0.jpg,0_T,0,T
12028,159231_1_2.jpg,1_F,1,F
76150,480179_3_0.jpg,0_T,0,T
45382,32679_0_0.jpg,0_T,0,T
24217,220344_0_0.jpg,0_T,0,T
92535,563727_0_2.jpg,1_F,1,F
88942,545788_0_0.jpg,0_T,0,T
69476,447688_0_0.jpg,0_T,0,T
85570,528355_1_0.jpg,0_T,0,T
2031,109824_4_0.jpg,0_T,0,T
17820,188831_6_0.jpg,0_T,0,T
54610,371927_1_0.jpg,0_T,0,T
80361,50161_2_1.jpg,1_F,1,F
2231,11099_0_0.jpg,1_T,1,T
2787,113979_0_0.jpg,1_T,1,T
546,102885_2_0.jpg,0_T,0,T
29767,248591_0_0.jpg,0_T,0,T
13058,164552_0_0.jpg,0_T,0,T
61860,408040_0_0.jpg,1_T,1,T
59037,393836_0_0.jpg,0_T,0,T
84585,523217_2_1.jpg,1_F,1,F
52633,362371_0_0.jpg,0_T,0,T
100734,80554_0_0.jpg,0_T,0,T
24126,21981_0_0.jpg,0_T,0,T
41239,306453_4_1.jpg,1_F,1,F
102392,89181_2_0.jpg,1_T,1,T
67967,439374_0_0.jpg,0_T,0,T
81372,506592_1_0.jpg,0_T,0,T
53516,366240_1_0.jpg,0_T,0,T
66313,430739_1_2.jpg,1_F,1,F
95109,576526_2_1.jpg,1_F,1,F
24554,221915_0_0.jpg,0_T,0,T
39735,29894_1_0.jpg,0_T,0,T
59170,394535_4_0.jpg,0_T,0,T
48124,340065_0_0.jpg,0_T,0,T
86544,533316_0_0.jpg,0_T,0,T
75545,47729_0_1.jpg,1_F,1,F
84055,520478_0_2.jpg,1_F,1,F
36437,283018_2_0.jpg,0_T,0,T
35900,280226_0_0.jpg,0_T,0,T
48226,340440_0_0.jpg,0_T,0,T
91258,557923_1_0.jpg,0_T,0,T
73850,469053_0_1.jpg,1_F,1,F
18223,191101_0_2.jpg,1_F,1,F
57321,385174_2_0.jpg,0_T,0,T
53953,368576_1_0.jpg,1_T,1,T
37387,287568_1_1.jpg,1_F,1,F
38887,295233_0_0.jpg,0_T,0,T
9703,147569_1_2.jpg,1_F,1,F
20965,204471_2_0.jpg,0_T,0,T
55474,37638_1_0.jpg,0_T,0,T
83570,517967_0_0.jpg,0_T,0,T
91581,559312_2_0.jpg,1_T,1,T
32418,262229_0_1.jpg,1_F,1,F
83658,518499_3_0.jpg,0_T,0,T
72511,462567_0_0.jpg,0_T,0,T
7180,135167_0_0.jpg,0_T,0,T
26146,229975_0_0.jpg,0_T,0,T
83992,52016_1_0.jpg,0_T,0,T
41667,30855_1_0.jpg,0_T,0,T
103611,95711_0_1.jpg,1_F,1,F
36022,281038_3_0.jpg,0_T,0,T
27808,238310_0_0.jpg,0_T,0,T
2739,113722_0_0.jpg,0_T,0,T
26427,231395_3_2.jpg,1_F,1,F
84000,520251_1_0.jpg,0_T,0,T
1714,108238_1_1.jpg,1_F,1,F
58725,392067_4_0.jpg,0_T,0,T
63178,415015_0_0.jpg,0_T,0,T
4116,120462_0_0.jpg,0_T,0,T
7459,136641_1_0.jpg,1_T,1,T
24733,222694_4_0.jpg,0_T,0,T
87097,536244_1_1.jpg,1_F,1,F
45926,329354_1_0.jpg,0_T,0,T
67418,436481_0_2.jpg,1_F,1,F
67976,43944_1_0.jpg,0_T,0,T
68315,441296_1_0.jpg,0_T,0,T
58785,392319_4_0.jpg,0_T,0,T
72581,462880_0_0.jpg,0_T,0,T
4836,123964_0_0.jpg,0_T,0,T
27578,23735_1_0.jpg,0_T,0,T
21984,208991_1_0.jpg,0_T,0,T
70195,451381_1_0.jpg,0_T,0,T
62453,411289_1_0.jpg,0_T,0,T
37617,28870_3_0.jpg,0_T,0,T
67845,438701_1_1.jpg,1_F,1,F
61412,405674_2_0.jpg,1_T,1,T
1814,108722_1_0.jpg,0_T,0,T
48116,340008_1_0.jpg,0_T,0,T
31519,257529_4_0.jpg,0_T,0,T
63826,418563_2_2.jpg,1_F,1,F
24164,219978_2_1.jpg,1_F,1,F
18268,19129_1_0.jpg,0_T,0,T
58859,3926_0_0.jpg,0_T,0,T
51711,357860_1_0.jpg,0_T,0,T
81052,505163_2_2.jpg,1_F,1,F
8351,140565_0_0.jpg,0_T,0,T
55070,374135_0_0.jpg,0_T,0,T
78741,49312_3_0.jpg,0_T,0,T
87365,537555_4_0.jpg,0_T,0,T
68309,44127_4_0.jpg,1_T,1,T
63983,419228_0_0.jpg,0_T,0,T
83612,518245_1_0.jpg,0_T,0,T
87432,537924_0_0.jpg,0_T,0,T
22598,211963_1_0.jpg,0_T,0,T
98684,7090_2_0.jpg,0_T,0,T
1503,107175_0_0.jpg,0_T,0,T
47145,334809_0_0.jpg,0_T,0,T
10063,149221_4_0.jpg,0_T,0,T
90901,555909_2_2.jpg,1_F,1,F
5015,124812_2_0.jpg,0_T,0,T
30000,250045_0_0.jpg,0_T,0,T
79987,499623_1_0.jpg,0_T,0,T
55030,373880_0_0.jpg,0_T,0,T
62045,409179_0_0.jpg,0_T,0,T
74983,474562_3_0.jpg,0_T,0,T
54253,369986_2_0.jpg,1_T,1,T
87979,540838_0_0.jpg,0_T,0,T
51926,359029_1_0.jpg,1_T,1,T
64413,421208_1_0.jpg,0_T,0,T
2459,112212_2_0.jpg,0_T,0,T
92507,563615_2_0.jpg,0_T,0,T
99648,75283_3_2.jpg,1_F,1,F
37900,290201_0_0.jpg,0_T,0,T
55638,377012_0_0.jpg,0_T,0,T
78103,489798_4_2.jpg,1_F,1,F
86741,534353_0_0.jpg,0_T,0,T
73113,465359_1_0.jpg,0_T,0,T
93970,570786_2_0.jpg,1_T,1,T
88885,545405_1_0.jpg,1_T,1,T
58012,388677_1_2.jpg,1_F,1,F
96689,61101_0_0.jpg,0_T,0,T
6053,129415_0_0.jpg,0_T,0,T
40656,303578_0_2.jpg,1_F,1,F
31371,256852_0_0.jpg,0_T,0,T
98108,67867_1_0.jpg,0_T,0,T
8369,140667_1_1.jpg,1_F,1,F
104228,98641_2_0.jpg,1_T,1,T
11449,156349_1_2.jpg,1_F,1,F
99981,77005_2_2.jpg,1_F,1,F
16243,18127_0_1.jpg,1_F,1,F
20250,200971_0_0.jpg,0_T,0,T
27111,234916_2_0.jpg,1_T,1,T
90556,554169_0_0.jpg,0_T,0,T
26660,232676_1_0.jpg,1_T,1,T
27673,237797_0_0.jpg,0_T,0,T
103183,93576_0_2.jpg,1_F,1,F
13050,164521_0_0.jpg,0_T,0,T
23216,215151_0_2.jpg,1_F,1,F
10513,151615_1_0.jpg,0_T,0,T
43063,315174_0_0.jpg,0_T,0,T
16853,184490_2_2.jpg,1_F,1,F
72183,460998_2_0.jpg,1_T,1,T
58684,391823_0_0.jpg,0_T,0,T
75417,47667_2_1.jpg,1_F,1,F
10904,15347_0_0.jpg,0_T,0,T
90920,556067_0_0.jpg,0_T,0,T
78958,494297_2_2.jpg,1_F,1,F
85667,528880_2_0.jpg,0_T,0,T
30070,250352_1_0.jpg,0_T,0,T
55864,378024_1_0.jpg,0_T,0,T
30766,254004_0_2.jpg,1_F,1,F
48555,342204_0_2.jpg,1_F,1,F
42438,312329_0_2.jpg,1_F,1,F
70275,451803_0_0.jpg,0_T,0,T
97956,67085_5_1.jpg,1_F,1,F
68889,444280_0_2.jpg,1_F,1,F
25521,226713_0_0.jpg,0_T,0,T
69011,445075_1_0.jpg,0_T,0,T
34097,270758_3_0.jpg,0_T,0,T
20156,200494_2_0.jpg,1_T,1,T
67867,438808_0_0.jpg,0_T,0,T
81466,507278_2_0.jpg,0_T,0,T
71511,457618_0_1.jpg,1_F,1,F
97746,66054_1_0.jpg,1_T,1,T
90589,55432_0_0.jpg,0_T,0,T
27519,237081_0_0.jpg,0_T,0,T
58961,393445_0_0.jpg,0_T,0,T
73656,468129_2_0.jpg,0_T,0,T
32612,263189_0_1.jpg,1_F,1,F
47975,33912_0_0.jpg,0_T,0,T
28522,242076_1_1.jpg,1_F,1,F
37633,28874_1_0.jpg,0_T,0,T
84708,52376_2_0.jpg,0_T,0,T
59943,398083_0_0.jpg,1_T,1,T
2998,11495_1_0.jpg,0_T,0,T
73096,465257_5_0.jpg,0_T,0,T
86545,533316_1_2.jpg,1_F,1,F
68942,444627_3_2.jpg,1_F,1,F
99520,7455_0_0.jpg,0_T,0,T
69906,449708_0_0.jpg,0_T,0,T
48936,344126_0_2.jpg,1_F,1,F
39642,298493_1_0.jpg,1_T,1,T
31365,256824_0_0.jpg,0_T,0,T
59462,395964_1_0.jpg,1_T,1,T
79844,498690_1_0.jpg,0_T,0,T
28803,243504_0_0.jpg,0_T,0,T
70702,45404_0_0.jpg,0_T,0,T
51569,357036_6_0.jpg,0_T,0,T
35579,278494_0_2.jpg,1_F,1,F
2765,113898_1_0.jpg,0_T,0,T
53275,365289_0_2.jpg,1_F,1,F
102399,89207_1_0.jpg,0_T,0,T
51216,355256_0_2.jpg,1_F,1,F
4477,122264_0_0.jpg,0_T,0,T
9728,14764_5_0.jpg,0_T,0,T
27106,234889_0_0.jpg,0_T,0,T
60504,401060_1_0.jpg,0_T,0,T
51072,354483_1_0.jpg,1_T,1,T
21728,207886_2_0.jpg,0_T,0,T
7130,134918_0_0.jpg,1_T,1,T
1425,106850_0_0.jpg,0_T,0,T
27125,234986_0_0.jpg,0_T,0,T
75001,474693_2_0.jpg,0_T,0,T
24861,223434_3_0.jpg,1_T,1,T
11994,158999_0_0.jpg,0_T,0,T
73888,469248_0_2.jpg,1_F,1,F
83576,517983_1_0.jpg,0_T,0,T
73906,469293_0_0.jpg,0_T,0,T
45309,326493_1_0.jpg,0_T,0,T
42190,311271_2_2.jpg,1_F,1,F
71896,459514_0_0.jpg,1_T,1,T
57742,387365_0_1.jpg,1_F,1,F
49498,346950_4_1.jpg,1_F,1,F
18284,191340_1_0.jpg,1_T,1,T
46921,333916_0_0.jpg,0_T,0,T
81723,50846_3_0.jpg,0_T,0,T
36032,281060_0_0.jpg,0_T,0,T
72787,463814_1_0.jpg,0_T,0,T
12634,162362_5_0.jpg,0_T,0,T
38073,29128_0_0.jpg,0_T,0,T
99231,73293_2_0.jpg,1_T,1,T
83837,519404_0_2.jpg,1_F,1,F
95804,580002_3_0.jpg,0_T,0,T
56378,380416_1_0.jpg,0_T,0,T
65512,426690_1_0.jpg,0_T,0,T
27269,23579_3_2.jpg,1_F,1,F
34491,272877_2_2.jpg,1_F,1,F
91193,557578_0_0.jpg,0_T,0,T
86815,534772_0_0.jpg,1_T,1,T
83560,517946_0_0.jpg,0_T,0,T
76181,48032_3_0.jpg,1_T,1,T
97500,64899_0_0.jpg,0_T,0,T
33151,26602_0_2.jpg,1_F,1,F
84605,523304_1_0.jpg,0_T,0,T
5744,127932_0_2.jpg,1_F,1,F
19096,195791_0_0.jpg,0_T,0,T
91807,560365_2_0.jpg,0_T,0,T
97058,62741_0_0.jpg,0_T,0,T
24294,220763_0_0.jpg,1_T,1,T
15756,178895_0_0.jpg,0_T,0,T
84045,520456_0_0.jpg,0_T,0,T
65718,42763_0_2.jpg,1_F,1,F
102188,87933_1_0.jpg,1_T,1,T
280,101646_0_2.jpg,1_F,1,F
38601,293785_0_0.jpg,0_T,0,T
97766,66191_1_1.jpg,1_F,1,F
20151,200483_1_0.jpg,0_T,0,T
30517,252748_1_0.jpg,0_T,0,T
74133,470442_2_0.jpg,1_T,1,T
39156,296471_0_0.jpg,0_T,0,T
47717,33758_1_0.jpg,0_T,0,T
95120,576630_0_0.jpg,1_T,1,T
41255,306490_2_0.jpg,0_T,0,T
21785,208082_1_0.jpg,1_T,1,T
47135,334760_1_2.jpg,1_F,1,F
3762,118723_1_0.jpg,0_T,0,T
101679,85404_3_0.jpg,0_T,0,T
10580,151885_0_1.jpg,1_F,1,F
87486,538242_0_0.jpg,0_T,0,T
73639,468043_5_0.jpg,0_T,0,T
5925,128756_0_0.jpg,0_T,0,T
58509,391031_1_0.jpg,0_T,0,T
64728,42285_1_0.jpg,0_T,0,T
33042,265472_1_0.jpg,0_T,0,T
54918,373374_3_0.jpg,0_T,0,T
71265,456608_1_1.jpg,1_F,1,F
7565,137004_0_0.jpg,0_T,0,T
94859,575294_0_0.jpg,0_T,0,T
68643,442926_1_1.jpg,1_F,1,F
681,103504_2_0.jpg,1_T,1,T
91476,558900_1_1.jpg,1_F,1,F
18310,191525_1_0.jpg,0_T,0,T
75278,476035_4_0.jpg,0_T,0,T
47868,338417_7_0.jpg,1_T,1,T
62651,412407_1_1.jpg,1_F,1,F
100546,79689_0_1.jpg,1_F,1,F
101360,83738_0_0.jpg,0_T,0,T
4254,121237_0_1.jpg,1_F,1,F
36744,28456_0_1.jpg,1_F,1,F
35427,277775_3_0.jpg,0_T,0,T
18158,190792_1_0.jpg,0_T,0,T
96932,62233_4_1.jpg,1_F,1,F
11214,154_1_0.jpg,0_T,0,T
22024,209071_0_0.jpg,0_T,0,T
103667,95999_1_0.jpg,1_T,1,T
26457,231596_4_0.jpg,0_T,0,T
8949,14359_0_2.jpg,1_F,1,F
22749,212698_0_0.jpg,0_T,0,T
7157,135065_1_0.jpg,0_T,0,T
67078,434857_1_0.jpg,0_T,0,T
4883,124135_4_0.jpg,0_T,0,T
95424,578070_0_0.jpg,0_T,0,T
94808,574971_0_0.jpg,0_T,0,T
88663,544216_5_0.jpg,0_T,0,T
41720,308796_5_0.jpg,0_T,0,T
96845,61832_2_0.jpg,0_T,0,T
78576,492179_1_2.jpg,1_F,1,F
47068,334557_1_0.jpg,0_T,0,T
85675,528936_0_1.jpg,1_F,1,F
74969,474461_4_1.jpg,1_F,1,F
46564,332322_1_2.jpg,1_F,1,F
87023,535750_0_1.jpg,1_F,1,F
73303,46630_2_2.jpg,1_F,1,F
5746,127932_2_0.jpg,1_T,1,T
71224,456392_3_1.jpg,1_F,1,F
90524,554031_0_2.jpg,1_F,1,F
82340,511829_0_1.jpg,1_F,1,F
50747,352794_1_0.jpg,0_T,0,T
37097,286190_1_0.jpg,0_T,0,T
93006,566012_0_0.jpg,0_T,0,T
77656,487642_2_2.jpg,1_F,1,F
61237,404823_2_0.jpg,1_T,1,T
75125,47544_0_0.jpg,0_T,0,T
63118,414698_0_2.jpg,1_F,1,F
20035,200058_0_1.jpg,1_F,1,F
19959,199720_0_1.jpg,1_F,1,F
35928,280363_0_0.jpg,0_T,0,T
47941,338948_1_2.jpg,1_F,1,F
95233,577083_5_0.jpg,1_T,1,T
27528,237137_2_0.jpg,0_T,0,T
88872,545364_0_0.jpg,0_T,0,T
18859,194643_3_0.jpg,0_T,0,T
34579,273371_1_0.jpg,0_T,0,T
76247,480634_1_0.jpg,0_T,0,T
20495,202260_1_0.jpg,0_T,0,T
94642,574232_1_0.jpg,0_T,0,T
61819,407717_6_0.jpg,0_T,0,T
87347,537501_0_0.jpg,0_T,0,T
37406,287663_0_0.jpg,0_T,0,T
78816,493472_0_0.jpg,0_T,0,T
25021,22423_0_0.jpg,1_T,1,T
34989,275660_0_0.jpg,0_T,0,T
74862,473870_2_0.jpg,1_T,1,T
84401,522198_0_0.jpg,0_T,0,T
1139,105594_0_0.jpg,0_T,0,T
84580,52320_3_0.jpg,0_T,0,T
49666,347655_1_2.jpg,1_F,1,F
59638,396762_0_0.jpg,0_T,0,T
41929,309873_1_2.jpg,1_F,1,F
81646,508055_3_0.jpg,0_T,0,T
40222,301261_0_0.jpg,1_T,1,T
54479,371222_2_0.jpg,0_T,0,T
97314,64030_1_0.jpg,0_T,0,T
55865,378028_0_0.jpg,0_T,0,T
102775,91474_0_0.jpg,0_T,0,T
87805,53990_1_0.jpg,0_T,0,T
64274,420402_2_0.jpg,0_T,0,T
50188,350278_0_0.jpg,0_T,0,T
84234,521382_0_0.jpg,1_T,1,T
101674,853_4_0.jpg,0_T,0,T
3992,119834_3_2.jpg,1_F,1,F
13186,165126_0_0.jpg,0_T,0,T
32618,263208_0_0.jpg,0_T,0,T
47168,334944_0_0.jpg,0_T,0,T
61742,407334_0_0.jpg,0_T,0,T
29145,245345_1_0.jpg,0_T,0,T
103320,9425_3_0.jpg,0_T,0,T
59272,395169_0_0.jpg,0_T,0,T
70931,455334_2_2.jpg,1_F,1,F
78548,492084_0_2.jpg,1_F,1,F
37655,288889_0_2.jpg,1_F,1,F
37576,288504_0_0.jpg,0_T,0,T
13242,165476_1_1.jpg,1_F,1,F
25596,2270_1_0.jpg,0_T,0,T
